Date,Inverargos t,BCOLOM t,EUR t,TRM t
05/01/1996,1558.75,3774.81,1.3349,998.68
08/01/1996,1558.75,3774.81,1.333,997.06
09/01/1996,1557.5,3774.81,1.3312,997.06
10/01/1996,1557.5,3675.47,1.3351,1003.44
11/01/1996,1518.75,3675.47,1.3351,1003.86
12/01/1996,1512.5,3576.14,1.3332,1002.59
15/01/1996,1500,3576.14,1.3291,1005.63
16/01/1996,1500,3576.14,1.3201,1011.59
17/01/1996,1500,3576.14,1.3146,1011.72
18/01/1996,1437.5,3576.14,1.3104,1010.34
19/01/1996,1437.5,3387.39,1.3024,1015.1
22/01/1996,1415,3476.8,1.3045,1018.99
23/01/1996,1415,3377.46,1.3028,1019.17
24/01/1996,1387.5,3377.46,1.3002,1024.89
25/01/1996,1387.5,3377.46,1.3012,1026.08
26/01/1996,1387.5,3447,1.2893,1026.78
29/01/1996,1487.5,3447,1.2938,1026.89
30/01/1996,1475,3675.47,1.2913,1027.61
31/01/1996,1492.5,3725.14,1.2943,1028.14
01/02/1996,1512.5,3774.81,1.292,1026.3
02/02/1996,1512.5,3774.81,1.2967,1024.89
05/02/1996,1512.5,3774.81,1.3098,1021.29
06/02/1996,1487.5,3774.81,1.3086,1022.93
07/02/1996,1525,3774.81,1.304,1021.3
08/02/1996,1537.5,3725.14,1.304,1022.28
09/02/1996,1537.5,3774.81,1.3045,1024.17
12/02/1996,1550,3774.81,1.3074,1023.07
13/02/1996,1550,3774.81,1.3036,1027.54
14/02/1996,1550,3814.54,1.3084,1028.58
15/02/1996,1550,3774.81,1.3057,1027.57
16/02/1996,1550,3774.81,1.3141,1030.67
19/02/1996,1512.5,3774.81,1.3277,1029.5
20/02/1996,1512.5,3824.48,1.3189,1033.41
21/02/1996,1500,3784.74,1.3228,1034.34
22/02/1996,1512.5,3784.74,1.3231,1035.43
23/02/1996,1512.5,3849.31,1.3256,1035.04
26/02/1996,1525,3824.48,1.3284,1036.71
27/02/1996,1542.5,3824.48,1.3254,1038.49
28/02/1996,1542.5,3824.48,1.3194,1039.06
29/02/1996,1525,3824.48,1.3123,1039.81
01/03/1996,1525,3824.48,1.307,1039.9
04/03/1996,1500,3824.48,1.3072,1040.7
05/03/1996,1475,3824.48,1.3058,1041.28
06/03/1996,1400,3576.14,1.3079,1041.83
07/03/1996,1400,3576.14,1.306,1042.03
08/03/1996,1405,3576.14,1.3012,1042.61
11/03/1996,1375,3576.14,1.3024,1042.42
12/03/1996,1375,3476.8,1.3046,1043.5
13/03/1996,1375,3476.8,1.3111,1044.07
14/03/1996,1375,3377.46,1.3099,1044.99
15/03/1996,1350,3377.46,1.3058,1045.44
18/03/1996,1350,3377.46,1.3082,1046.09
19/03/1996,1325,3397.33,1.308,1046.76
20/03/1996,1330,3427.13,1.3069,1047.24
21/03/1996,1340,3476.8,1.3072,1047.65
22/03/1996,1365,3496.67,1.3072,1048.4
25/03/1996,1365,3496.67,1.3065,1048
26/03/1996,1365,3496.67,1.3067,1048
27/03/1996,1365,3496.67,1.298,1049.08
28/03/1996,1365,3551.3,1.305,1049.22
29/03/1996,1362.5,3551.3,1.3072,1048.42
01/04/1996,1337.5,3551.3,1.3028,1046
02/04/1996,1337.5,3556.27,1.304,1042.2
03/04/1996,1337.5,3556.27,1.3067,1045.23
04/04/1996,1337.5,3556.27,1.3062,1046.92
05/04/1996,1337.5,3556.27,1.3062,1046.92
08/04/1996,1337.5,3556.27,1.3062,1046.92
09/04/1996,1337.5,3556.27,1.2963,1050.12
10/04/1996,1337.5,3556.27,1.292,1047.35
11/04/1996,1333.75,3556.27,1.2908,1046.55
12/04/1996,1325,3556.27,1.2885,1047.48
15/04/1996,1325,3556.27,1.284,1048.89
16/04/1996,1325,3556.27,1.2844,1050.73
17/04/1996,1325,3476.8,1.2855,1054.41
18/04/1996,1345,3526.47,1.2834,1054.03
19/04/1996,1345,3576.14,1.2873,1052.9
22/04/1996,1350,3576.14,1.2835,1053.59
23/04/1996,1350,3675.47,1.2819,1054.43
24/04/1996,1350,3725.14,1.2793,1055.31
25/04/1996,1375,3725.14,1.2739,1054.53
26/04/1996,1422.5,3824.48,1.2739,1054.29
29/04/1996,1450,3973.48,1.2788,1054.8
30/04/1996,1477.5,4013.22,1.2684,1058.9
01/05/1996,1477.5,4013.22,1.2695,1061.55
02/05/1996,1542.5,4211.89,1.2703,1061.55
03/05/1996,1562.5,4072.82,1.2739,1062.56
06/05/1996,1502.5,3874.15,1.2739,1062.4
07/05/1996,1500,3874.15,1.2789,1063.41
08/05/1996,1500,3973.48,1.2811,1063.53
09/05/1996,1500,3973.48,1.2806,1061.63
10/05/1996,1500,3973.48,1.275,1061.1
13/05/1996,1500,3874.15,1.2715,1062.08
14/05/1996,1475,3874.15,1.2692,1065.78
15/05/1996,1475,3774.81,1.2705,1066.24
16/05/1996,1475,3774.81,1.2682,1066.61
17/05/1996,1475,3774.81,1.2763,1065.88
20/05/1996,1475,3774.81,1.2703,1066.47
21/05/1996,1475,3824.48,1.2652,1066.47
22/05/1996,1475,3824.48,1.2666,1068.18
23/05/1996,1475,3824.48,1.2653,1068.91
24/05/1996,1462.5,3824.48,1.2649,1069.47
27/05/1996,1462.5,3824.48,1.2649,1068.94
28/05/1996,1462.5,3824.48,1.2606,1069.8
29/05/1996,1450,3824.48,1.2622,1071.19
30/05/1996,1450,3824.48,1.2713,1072.24
31/05/1996,1450,3824.48,1.2755,1073.06
03/06/1996,1450,3824.48,1.2762,1072.59
04/06/1996,1450,3725.14,1.2721,1074.7
05/06/1996,1450,3725.14,1.2732,1074.72
06/06/1996,1450,3725.14,1.2723,1074.27
07/06/1996,1450,3725.14,1.2694,1072.95
10/06/1996,1450,3725.14,1.2684,1073.06
11/06/1996,1450,3675.47,1.2682,1073.06
12/06/1996,1450,3576.14,1.2678,1073.65
13/06/1996,1450,3576.14,1.2681,1070.8
14/06/1996,1450,3576.14,1.2771,1072.34
17/06/1996,1450,3576.14,1.2825,1071.35
18/06/1996,1450,3675.47,1.284,1071.35
19/06/1996,1450,3675.47,1.2809,1072.74
20/06/1996,1457.5,3725.14,1.2785,1070.94
21/06/1996,1462.5,3725.14,1.2749,1070.86
24/06/1996,1462.5,3725.14,1.2729,1068.2
25/06/1996,1487.5,3725.14,1.2736,1070.25
26/06/1996,1487.5,3725.14,1.2762,1069.81
27/06/1996,1487.5,3725.14,1.2807,1072.37
28/06/1996,1487.5,3576.14,1.2809,1069.73
01/07/1996,1487.5,3576.14,1.2798,1069.11
02/07/1996,1462.5,3576.14,1.2771,1069.11
03/07/1996,1462.5,3576.14,1.2785,1070.55
04/07/1996,1450,3576.14,1.2806,1068.12
05/07/1996,1450,3576.14,1.2767,1068.3
08/07/1996,1450,3576.14,1.2762,1067.35
09/07/1996,1450,3576.14,1.2793,1068.17
10/07/1996,1450,3576.14,1.2783,1067.97
11/07/1996,1450,3576.14,1.2809,1065.65
12/07/1996,1450,3576.14,1.2803,1061.79
15/07/1996,1425,3576.14,1.2817,1061.99
16/07/1996,1425,3576.14,1.3031,1065.58
17/07/1996,1425,3576.14,1.3072,1064.82
18/07/1996,1412.5,3576.14,1.3028,1062.86
19/07/1996,1412.5,3576.14,1.3067,1058.92
22/07/1996,1412.5,3576.14,1.3096,1061.02
23/07/1996,1412.5,3576.14,1.3057,1063.53
24/07/1996,1400,3576.14,1.3067,1064.56
25/07/1996,1400,3576.14,1.3135,1061.46
26/07/1996,1400,3576.14,1.3096,1061.03
29/07/1996,1400,3576.14,1.3099,1061.48
30/07/1996,1400,3576.14,1.3118,1059.18
31/07/1996,1400,3576.14,1.316,1056.74
01/08/1996,1400,3576.14,1.3165,1057.47
02/08/1996,1405,3596,1.313,1054.87
05/08/1996,1405,3576.14,1.3104,1054.1
06/08/1996,1412.5,3576.14,1.3079,1051.61
07/08/1996,1412.5,3576.14,1.3075,1049.37
08/08/1996,1412.5,3476.8,1.3069,1049.37
09/08/1996,1400,3476.8,1.3106,1044.9
12/08/1996,1400,3476.8,1.313,1040.68
13/08/1996,1387.5,3476.8,1.3118,1035.79
14/08/1996,1387.5,3476.8,1.3074,1029.46
15/08/1996,1387.5,3278.12,1.3065,1041.76
16/08/1996,1312.5,3278.12,1.3004,1051.82
19/08/1996,1312.5,3278.12,1.3041,1047.9
20/08/1996,1312.5,3278.12,1.3036,1047.9
21/08/1996,1315,3278.12,1.3094,1044.54
22/08/1996,1275,3278.12,1.2992,1037.43
23/08/1996,1290,3347.66,1.3058,1040.15
26/08/1996,1292.5,3347.66,1.3058,1037.1
27/08/1996,1292.5,3347.66,1.3127,1041.64
28/08/1996,1292.5,3347.66,1.3137,1044.54
29/08/1996,1292.5,3546.33,1.3101,1046.7
30/08/1996,1292.5,3526.47,1.3129,1045.02
02/09/1996,1300,3476.8,1.3058,1042.32
03/09/1996,1300,3476.8,1.3077,1044.38
04/09/1996,1300,3476.8,1.3091,1045.27
05/09/1996,1300,3476.8,1.3077,1044.09
06/09/1996,1300,3476.8,1.3055,1043.93
09/09/1996,1300,3476.8,1.3036,1045.87
10/09/1996,1300,3437.06,1.2905,1047.95
11/09/1996,1325,3476.8,1.2887,1051.64
12/09/1996,1325,3506.6,1.2867,1047.26
13/09/1996,1325,3506.6,1.286,1047.66
16/09/1996,1325,3576.14,1.2895,1043.89
17/09/1996,1330,3576.14,1.2867,1042.8
18/09/1996,1337.5,3576.14,1.2903,1038.9
19/09/1996,1337.5,3576.14,1.2863,1035.94
20/09/1996,1337.5,3576.14,1.287,1037.1
23/09/1996,1340,3576.14,1.2887,1037.11
24/09/1996,1337.5,3576.14,1.2888,1038.09
25/09/1996,1352.5,3576.14,1.292,1040.36
26/09/1996,1352.5,3576.14,1.283,1030.25
27/09/1996,1357.5,3576.14,1.2812,1027.68
30/09/1996,1352.5,3576.14,1.2804,1025.06
01/10/1996,1352.5,3635.74,1.2799,1027.08
02/10/1996,1375,3635.74,1.2799,1030.54
03/10/1996,1375,3635.74,1.2773,1019.17
04/10/1996,1350,3635.74,1.2773,1015.24
07/10/1996,1350,3526.47,1.2778,1014.99
08/10/1996,1350,3526.47,1.2803,1012.56
09/10/1996,1355,3476.8,1.2785,1010.32
10/10/1996,1375,3476.8,1.2771,1012.27
11/10/1996,1350,3476.8,1.2762,1013.12
14/10/1996,1350,3476.8,1.2771,1015.07
15/10/1996,1350,3476.8,1.2692,1015.07
16/10/1996,1350,3476.8,1.27,1019.22
17/10/1996,1350,3482.76,1.2657,1018.5
18/10/1996,1350,3482.76,1.267,1015.24
21/10/1996,1350,3482.76,1.2716,1016.87
22/10/1996,1350,3506.6,1.2726,1018.33
23/10/1996,1350,3486.73,1.2811,1018.04
24/10/1996,1350,3486.73,1.2819,1017.52
25/10/1996,1350,3476.8,1.2821,1015.49
28/10/1996,1350,3526.47,1.2849,1011.69
29/10/1996,1350,3526.47,1.2923,1012.43
30/10/1996,1350,3461.9,1.2947,1007.57
31/10/1996,1350,3476.8,1.2907,1005.83
01/11/1996,1350,3476.8,1.287,1000.14
04/11/1996,1350,3476.8,1.2898,999.49
05/11/1996,1350,3476.8,1.287,999.49
06/11/1996,1350,3427.13,1.2873,1006.36
07/11/1996,1353.75,3427.13,1.2942,1003.75
08/11/1996,1350,3427.13,1.295,999.59
11/11/1996,1350,3427.13,1.3006,1001.24
12/11/1996,1350,3427.13,1.3007,1001.24
13/11/1996,1350,3427.13,1.295,1000.22
14/11/1996,1350,3427.13,1.2933,997.38
15/11/1996,1337.5,3327.79,1.2938,1001.68
18/11/1996,1320,3327.79,1.2992,999.68
19/11/1996,1313.75,3327.79,1.2982,995.96
20/11/1996,1313.75,3327.79,1.3041,994.02
21/11/1996,1313.75,3327.79,1.3023,995.2
22/11/1996,1325,3377.46,1.2996,994.37
25/11/1996,1325,3377.46,1.2873,995.34
26/11/1996,1330,3427.13,1.2793,995.05
27/11/1996,1330,3427.13,1.2812,995.05
28/11/1996,1330,3427.13,1.277,995.93
29/11/1996,1330,3427.13,1.2721,994.94
02/12/1996,1325,3427.13,1.2689,1002.28
03/12/1996,1325,3427.13,1.2506,1000.09
04/12/1996,1325,3427.13,1.2535,995.73
05/12/1996,1325,3377.46,1.259,997.4
06/12/1996,1322.5,3377.46,1.2705,997.48
09/12/1996,1297.5,3278.12,1.2582,1001.82
10/12/1996,1297.5,3279.12,1.2598,997.99
11/12/1996,1297.5,3279.12,1.2694,998.17
12/12/1996,1297.5,3278.12,1.267,998.31
13/12/1996,1297.5,3278.12,1.266,999.47
16/12/1996,1297.5,3278.12,1.2609,1002.95
17/12/1996,1298.75,3283.09,1.267,1001.58
18/12/1996,1298.75,3283.09,1.2599,1000.4
19/12/1996,1300,3427.13,1.2558,1001.18
20/12/1996,1318.75,3476.8,1.2606,1001.1
23/12/1996,1318.75,3476.8,1.2609,1003.15
24/12/1996,1318.75,3476.8,1.2593,1002.51
25/12/1996,1318.75,3476.8,1.2593,1002.51
26/12/1996,1318.75,3477.79,1.2593,1002.51
27/12/1996,1318.75,3477.79,1.2598,1003.49
30/12/1996,1318.75,3481.77,1.259,1005.4
31/12/1996,1318.75,3481.77,1.2716,1005.33
01/01/1997,1318.75,3481.77,1.2716,1005.33
02/01/1997,1318.75,3481.77,1.2713,1005.33
03/01/1997,1318.75,3481.77,1.2577,1007.33
06/01/1997,1318.75,3481.77,1.2516,1016.81
07/01/1997,1318,3481.77,1.2547,1016.81
08/01/1997,1318,3481.77,1.247,1022
09/01/1997,1318,3705.27,1.2447,1020.16
10/01/1997,1318,3826.46,1.2396,1013.68
13/01/1997,1675.25,3973.48,1.2367,1011.01
14/01/1997,1725,3973.48,1.2323,1015.53
15/01/1997,1750,3953.62,1.2356,1026.53
16/01/1997,1750,3874.15,1.2334,1023.47
17/01/1997,1743.75,3675.47,1.2192,1018.15
20/01/1997,1712.75,3665.54,1.2107,1020.9
21/01/1997,1709.75,3665.54,1.2092,1022.75
22/01/1997,1709.75,3576.14,1.197,1023.67
23/01/1997,1709.75,3327.79,1.1969,1031.02
24/01/1997,1537.5,3327.79,1.2057,1031.51
27/01/1997,1537.75,3327.79,1.198,1032.62
28/01/1997,1537.75,3327.79,1.1878,1040.07
29/01/1997,1568.75,3327.79,1.1926,1057
30/01/1997,1568.75,3356.6,1.1955,1057.82
31/01/1997,1625,3367.53,1.1966,1070.97
03/02/1997,1675,3367.53,1.1906,1064
04/02/1997,1700,3536.4,1.1922,1065.98
05/02/1997,1750,3675.47,1.1877,1076.25
06/02/1997,1750.25,3675.47,1.1871,1071.88
07/02/1997,1737.5,3673.49,1.1725,1070.08
10/02/1997,1725,3673.49,1.1829,1066.44
11/02/1997,1753.25,3427.13,1.1727,1074.25
12/02/1997,1750,3427.13,1.1646,1075.17
13/02/1997,1800,3422.16,1.1612,1075.51
14/02/1997,1801.5,3428.12,1.161,1073.36
17/02/1997,1800,3428.12,1.1523,1075
18/02/1997,1807.5,3428.12,1.1565,1076.04
19/02/1997,1812.5,3476.8,1.1539,1075.11
20/02/1997,1850,3481.77,1.1584,1074.5
21/02/1997,1877.5,3456.93,1.1627,1074.1
24/02/1997,1907.5,3476.8,1.1718,1073.42
25/02/1997,1900,3486.73,1.167,1078.23
26/02/1997,1902.5,3476.8,1.1582,1084.09
27/02/1997,1945,3476.8,1.1574,1080.93
28/02/1997,1945,3476.8,1.1573,1080.51
03/03/1997,1965.25,3476.8,1.1534,1077.07
04/03/1997,1987.5,3476.8,1.1436,1075.86
05/03/1997,1988,3476.8,1.1422,1067.77
06/03/1997,2000,3427.13,1.1386,1063.44
07/03/1997,2000,3427.13,1.1386,1057.58
10/03/1997,2002.5,3427.13,1.1481,1054.05
11/03/1997,1975,3427.13,1.1469,1056.92
12/03/1997,1950.5,3427.13,1.1486,1062.73
13/03/1997,1962.5,3428.12,1.1492,1063.33
14/03/1997,1975.25,3437.06,1.1501,1060.35
17/03/1997,1975.25,3437.06,1.1551,1060.86
18/03/1997,1975.25,3436.07,1.1625,1059.87
19/03/1997,1975,3436.07,1.1612,1058.61
20/03/1997,1975,3476.8,1.1574,1060.31
21/03/1997,1975,3476.8,1.1601,1060.66
24/03/1997,1975,3476.8,1.157,1060.03
25/03/1997,1975,3476.8,1.1551,1060.03
26/03/1997,1975,3476.8,1.1555,1059.53
27/03/1997,1975,3476.8,1.1654,1059.88
28/03/1997,1975,3476.8,1.1654,1059.88
31/03/1997,1975,3476.8,1.1654,1059.88
01/04/1997,1962.5,3583.09,1.1708,1060.93
02/04/1997,1962.5,3581.1,1.1708,1061.98
03/04/1997,1962.5,3595.01,1.1726,1061.95
04/04/1997,1962.5,3581.1,1.1677,1062.46
07/04/1997,1962.5,3645.67,1.1457,1062.58
08/04/1997,1950,3675.47,1.145,1063.3
09/04/1997,1962.5,3675.47,1.1392,1062.67
10/04/1997,1970,3655.6,1.141,1062.78
11/04/1997,1987.75,3673.49,1.1371,1060.71
14/04/1997,2012.5,3645.67,1.1378,1058.76
15/04/1997,2037.5,3645.67,1.1308,1058.73
16/04/1997,2050,3725.14,1.134,1058.97
17/04/1997,2050,3696.33,1.1357,1056.91
18/04/1997,2075.75,3696.33,1.141,1054.35
21/04/1997,2062.5,3696.33,1.1485,1051.43
22/04/1997,2132.75,3774.81,1.1425,1054.94
23/04/1997,2140.75,3774.81,1.1417,1057.64
24/04/1997,2166.25,3725.14,1.1392,1065.48
25/04/1997,2166.25,3725.14,1.134,1066.77
28/04/1997,2166.25,3725.14,1.1325,1063.83
29/04/1997,2166.25,3725.14,1.1348,1064
30/04/1997,2175.25,3675.47,1.1303,1063.11
01/05/1997,2175.25,3675.47,1.1379,1064.01
02/05/1997,2195.75,3675.47,1.1319,1064.01
05/05/1997,2200,3655.6,1.1319,1068.53
06/05/1997,2200.25,3655.6,1.1352,1076.39
07/05/1997,2265,3675.47,1.1379,1080.48
08/05/1997,2267.75,3650.64,1.1453,1075.05
09/05/1997,2275,3650.64,1.1546,1073.77
12/05/1997,2275,3650.64,1.15,1076.93
13/05/1997,2207.5,3650.64,1.1529,1076.93
14/05/1997,2207.5,3650.64,1.1517,1077.36
15/05/1997,2207.5,3576.14,1.1526,1074.43
16/05/1997,2225.25,3600.97,1.1557,1074.52
19/05/1997,2225.25,3600.97,1.148,1072.24
20/05/1997,2225,3577.13,1.1555,1073.54
21/05/1997,2250,3536.4,1.1555,1075.2
22/05/1997,2250,3528.45,1.1565,1080.44
23/05/1997,2262.5,3582.1,1.1581,1080.43
26/05/1997,2253.5,3646.66,1.1581,1076.69
27/05/1997,2253.5,3646.66,1.1502,1076.69
28/05/1997,2287.5,3673.49,1.1515,1076.24
29/05/1997,2287.5,3673.49,1.1521,1074.32
30/05/1997,2250,3631.76,1.1465,1076.4
02/06/1997,2250,3631.76,1.1342,1077.09
03/06/1997,2250,3625.8,1.1343,1077.09
04/06/1997,2200,3596,1.1328,1079.1
05/06/1997,2200,3596,1.1326,1077.19
06/06/1997,2125,3538.39,1.1317,1076.49
09/06/1997,2125,3538.39,1.1446,1076.18
10/06/1997,2125,3576.14,1.1388,1076.18
11/06/1997,2127.75,3579.12,1.1409,1078.64
12/06/1997,2133.75,3579.12,1.1361,1080.61
13/06/1997,2150,3605.94,1.1271,1080.46
16/06/1997,2200,3586.07,1.1329,1080.59
17/06/1997,2227.5,3586.07,1.1307,1082.43
18/06/1997,2237.5,3586.07,1.135,1086
19/06/1997,2237.5,3625.8,1.1361,1084.38
20/06/1997,2237.5,3625.8,1.1316,1084.28
23/06/1997,2237.5,3625.8,1.1379,1086.36
24/06/1997,2200,3611.9,1.1369,1088.16
25/06/1997,2200,3610.9,1.1377,1086.47
26/06/1997,2187.5,3610.9,1.1339,1087.72
27/06/1997,2187.5,3611.9,1.1289,1090.58
30/06/1997,2187.5,3611.9,1.1255,1089.01
01/07/1997,2187.5,3611.9,1.1277,1089.01
02/07/1997,2187.5,3727.13,1.1206,1093.25
03/07/1997,2212.5,3735.07,1.1221,1098.72
04/07/1997,2212.5,3735.07,1.1182,1102.84
07/07/1997,2212.5,3874.15,1.1242,1101.57
08/07/1997,2212.5,3874.15,1.1163,1102.45
09/07/1997,2215.25,3903.95,1.113,1101.18
10/07/1997,2225.25,3923.82,1.1192,1098.64
11/07/1997,2225.25,3973.48,1.1094,1097.88
14/07/1997,2225,3973.48,1.0959,1098.46
15/07/1997,2225,3973.48,1.0903,1099.56
16/07/1997,2225,3973.48,1.0919,1099.25
17/07/1997,2225,3875.14,1.0949,1100.83
18/07/1997,2212,3874.15,1.0951,1102.48
21/07/1997,2187.5,3874.15,1.0925,1105.33
22/07/1997,2187.5,3874.15,1.0833,1109.46
23/07/1997,2175,3874.15,1.0747,1110.32
24/07/1997,2158.75,3874.15,1.0724,1106.7
25/07/1997,2158.75,3890.04,1.0682,1106.64
28/07/1997,2125,3874.15,1.0637,1106.06
29/07/1997,2100,3874.15,1.0725,1108.16
30/07/1997,2100,3874.15,1.0676,1106.67
31/07/1997,2100,3874.15,1.0679,1109.65
01/08/1997,2100,3874.15,1.0565,1112.53
04/08/1997,2250,3875.14,1.0516,1113.43
05/08/1997,2197.5,3894.01,1.0433,1112.83
06/08/1997,2211.25,3894.01,1.0456,1115.43
07/08/1997,2211.25,3894.01,1.0466,1115.2
08/08/1997,2211.25,3894.01,1.0587,1115.2
11/08/1997,2225,3894.01,1.0579,1118.96
12/08/1997,2250,3933.75,1.0533,1119.38
13/08/1997,2225,3993.35,1.0692,1120.33
14/08/1997,2225,4047.99,1.0618,1125.62
15/08/1997,2225,4033.09,1.0777,1128.25
18/08/1997,2225,4033.09,1.0759,1129.05
19/08/1997,2225.25,3973.48,1.0679,1129.05
20/08/1997,2225,3894.01,1.057,1137.54
21/08/1997,2250,3894.01,1.065,1140.54
22/08/1997,2250,3894.01,1.0797,1149.19
25/08/1997,2225,4282.42,1.0797,1154.23
26/08/1997,2225,4781.09,1.0893,1145.52
27/08/1997,2237.5,4700.63,1.0834,1154.89
28/08/1997,2237.5,4519.84,1.0916,1161.15
29/08/1997,2227.5,4400.63,1.0887,1167.28
01/09/1997,2225,4272.49,1.0833,1172.28
02/09/1997,2232.5,4272.49,1.0708,1174.01
03/09/1997,2228.75,4619.17,1.0788,1169.38
04/09/1997,2228.75,4629.11,1.0792,1172.82
05/09/1997,2250,4688.71,1.0859,1180.94
08/09/1997,2250,4688.71,1.084,1186.98
09/09/1997,2250,4619.17,1.0835,1204.09
10/09/1997,2250.25,4569.51,1.0892,1238.21
11/09/1997,2237.5,4525.8,1.0953,1250.03
12/09/1997,2237.5,4525.8,1.1082,1232.12
15/09/1997,2225,4470.17,1.113,1228.01
16/09/1997,2225,4371.83,1.1099,1245.06
17/09/1997,2225,4371.83,1.11,1243.58
18/09/1997,2225,4519.84,1.1083,1241.83
19/09/1997,2225,4519.84,1.1078,1236.31
22/09/1997,2225,4519.84,1.0942,1238.29
23/09/1997,2252.5,4470.17,1.0933,1242.45
24/09/1997,2455,4471.16,1.1079,1248.83
25/09/1997,2257.5,4569.51,1.1098,1251.88
26/09/1997,2257.5,4569.51,1.1116,1249.73
29/09/1997,2257.5,4470.17,1.1147,1241.72
30/09/1997,2257.5,4470.17,1.1106,1246.27
01/10/1997,2250,4431.43,1.1041,1244.63
02/10/1997,2232.5,4569.51,1.1096,1243.27
03/10/1997,2224.75,4569.51,1.1119,1242.16
06/10/1997,2225,4569.51,1.1125,1244.84
07/10/1997,2225,4695.66,1.1169,1250.95
08/10/1997,2225,4837.72,1.1177,1247.51
09/10/1997,2225,4817.85,1.126,1252.74
10/10/1997,2237.5,4768.18,1.1191,1258.04
13/10/1997,2237.5,4768.18,1.1194,1265.38
14/10/1997,2225,4729.44,1.1171,1265.38
15/10/1997,2225,4728.45,1.1206,1272.77
16/10/1997,2225,4738.38,1.1249,1263.79
17/10/1997,2215,4668.84,1.1095,1268.87
20/10/1997,2200,4559.57,1.108,1264.7
21/10/1997,2194.5,4579.44,1.0999,1264.6
22/10/1997,2194.5,4648.98,1.1021,1264.32
23/10/1997,2192.5,4648.98,1.1062,1267.87
24/10/1997,2182.75,4648.98,1.1036,1267.1
27/10/1997,2182.75,4966.85,1.1153,1272.02
28/10/1997,2182.75,4966.85,1.1366,1274.05
29/10/1997,2125.25,4569.51,1.1261,1289.84
30/10/1997,2150,4569.51,1.138,1282.82
31/10/1997,2150,4569.51,1.1388,1281.2
03/11/1997,2150,4569.51,1.1299,1284.65
04/11/1997,2149.75,4569.51,1.1399,1284.65
05/11/1997,2125,4519.84,1.1384,1284.63
06/11/1997,2125,4470.17,1.14,1281.18
07/11/1997,2122.5,4370.83,1.1496,1286.73
10/11/1997,2122.5,4370.83,1.1461,1291.35
11/11/1997,2025,4341.03,1.146,1295.52
12/11/1997,1975,4271.49,1.1383,1294.51
13/11/1997,1874.75,4271.49,1.1386,1296.66
14/11/1997,1873.75,4321.16,1.1335,1297.87
17/11/1997,1873.75,4321.16,1.1317,1298.04
18/11/1997,1873.75,4321.16,1.1374,1298.04
19/11/1997,1875,4152.29,1.1323,1297.94
20/11/1997,1854.75,4152.29,1.133,1296.62
21/11/1997,1875,4152.29,1.1221,1298.19
24/11/1997,1875,4152.29,1.1303,1296.3
25/11/1997,1875,4152.29,1.125,1296.37
26/11/1997,1900,4092.69,1.115,1299.19
27/11/1997,2232.5,4509.9,1.112,1303.15
28/11/1997,2232.5,4509.9,1.1124,1303.1
01/12/1997,2232.5,4509.9,1.1039,1305.66
02/12/1997,1900,4271.49,1.1056,1307.54
03/12/1997,1887.5,4271.49,1.1093,1307.01
04/12/1997,1887.5,4182.09,1.1082,1299.43
05/12/1997,1887.75,4072.82,1.1008,1298.64
08/12/1997,1887.75,4072.82,1.0969,1300.55
09/12/1997,1887.75,4072.82,1.0935,1300.55
10/12/1997,1890,4072.82,1.1005,1298.78
11/12/1997,1890,4221.83,1.1061,1301.15
12/12/1997,1890,4221.83,1.106,1304.85
15/12/1997,1890,4221.83,1.1078,1307.42
16/12/1997,1937.5,4172.16,1.0988,1304.02
17/12/1997,2012.5,4122.49,1.1063,1296.3
18/12/1997,2000,4053.95,1.1061,1286.74
19/12/1997,2000,4053.95,1.1084,1286.12
22/12/1997,1950,3973.48,1.1014,1287.51
23/12/1997,1950,3923.82,1.1056,1288.32
24/12/1997,1950,3923.82,1.1057,1281.6
25/12/1997,1950,3923.82,1.1057,1281.6
26/12/1997,1950,3923.82,1.1057,1281.6
29/12/1997,1915,3924.81,1.0985,1286.92
30/12/1997,1900,3965.54,1.0945,1291.92
31/12/1997,1900,3965.54,1.0909,1293.58
01/01/1998,1900,3965.54,1.0909,1293.58
02/01/1998,1900,3965.54,1.0866,1293.58
05/01/1998,1897.5,3874.15,1.0776,1304.33
06/01/1998,1857.5,3874.15,1.0754,1317.15
07/01/1998,1857.5,3874.15,1.0733,1318.57
08/01/1998,1857.5,3850,1.0784,1315.95
09/01/1998,1857.5,3800,1.0764,1313.56
12/01/1998,1857.5,3800,1.0769,1315.7
13/01/1998,1800,3800,1.0755,1315.7
14/01/1998,1800,3700,1.0749,1318.25
15/01/1998,1800,3700,1.0699,1318.53
16/01/1998,1775,3750,1.0719,1319.21
19/01/1998,1725,3750,1.0669,1322.16
20/01/1998,1725,3700,1.0646,1325.07
21/01/1998,1625,3600,1.0722,1327
22/01/1998,1500,3500,1.0868,1331.48
23/01/1998,1450.25,3450,1.1002,1334.71
26/01/1998,1532.5,3450,1.0946,1332.78
27/01/1998,1575,3450,1.0937,1336.38
28/01/1998,1650,3500,1.0843,1337.3
29/01/1998,1624.25,3600,1.0735,1339.57
30/01/1998,1624.25,3600,1.0708,1341.85
02/02/1998,1550,3601,1.0746,1342
03/02/1998,1525,3630,1.0762,1343.9
04/02/1998,1500,3630,1.0825,1345.01
05/02/1998,1487.5,3601,1.0942,1345.46
