Date,Inverargos t,BCOLOM t,EUR t,TRM t
02/04/2008,9270,15200,1.5686,1827.94
03/04/2008,9370,15420,1.5684,1826.34
04/04/2008,9300,15460,1.5737,1824.39
07/04/2008,9300,15600,1.5711,1816.28
08/04/2008,9330,15720,1.5712,1811.23
09/04/2008,9400,15780,1.5831,1812.85
10/04/2008,9240,15520,1.5742,1799.07
11/04/2008,9300,15520,1.5808,1791.63
14/04/2008,9260,15560,1.5832,1792.49
15/04/2008,9440,15740,1.579,1792.69
16/04/2008,9430,15880,1.5948,1797.89
17/04/2008,9430,15820,1.5908,1798.89
18/04/2008,9540,16160,1.5818,1792.87
21/04/2008,9480,16200,1.5912,1785.17
22/04/2008,9400,15900,1.5991,1780.79
23/04/2008,9370,15720,1.5889,1775.08
24/04/2008,9480,15900,1.5682,1765.3
25/04/2008,9510,16000,1.563,1765.75
28/04/2008,9550,15960,1.5657,1775.22
29/04/2008,9600,15900,1.5572,1767.73
30/04/2008,9690,16140,1.5622,1780.21
01/05/2008,9690,16140,1.5474,1767.27
02/05/2008,10080,17100,1.5424,1767.27
05/05/2008,10080,17100,1.5496,1756.25
06/05/2008,10100,16800,1.5533,1756.25
07/05/2008,9750,16880,1.5392,1769.32
08/05/2008,9700,16440,1.5393,1787.62
09/05/2008,9820,16380,1.5482,1793.13
12/05/2008,9780,16500,1.5553,1781.79
13/05/2008,9810,16580,1.5474,1781.29
14/05/2008,10100,16760,1.5474,1780.01
15/05/2008,10100,16840,1.5448,1787.65
16/05/2008,9880,16600,1.5577,1792.94
19/05/2008,9920,16420,1.551,1785.04
20/05/2008,9760,16260,1.5646,1779.35
21/05/2008,9740,16120,1.5795,1787.59
22/05/2008,9600,16000,1.5733,1779.48
23/05/2008,9680,15660,1.5762,1779.59
26/05/2008,9680,15660,1.577,1777.98
27/05/2008,9660,15600,1.5691,1777.98
28/05/2008,9680,15760,1.5638,1772.55
29/05/2008,9900,15900,1.5519,1767.41
30/05/2008,9880,16300,1.5554,1755.95
02/06/2008,9880,16300,1.5537,1744.01
03/06/2008,9750,15880,1.5445,1744.01
04/06/2008,10400,16000,1.544,1730.61
05/06/2008,10280,15800,1.5593,1728.76
06/06/2008,10160,15700,1.5778,1709.95
09/06/2008,10080,15200,1.5646,1702.44
10/06/2008,9930,14700,1.5467,1687.13
11/06/2008,9750,14860,1.5552,1696.79
12/06/2008,9930,14800,1.5439,1700.94
13/06/2008,10020,14800,1.538,1705.35
16/06/2008,9950,14900,1.5477,1707.87
17/06/2008,9750,14520,1.5511,1684.52
18/06/2008,9780,14400,1.5535,1655.42
19/06/2008,9500,13900,1.5505,1652.41
20/06/2008,9640,14400,1.5607,1670.31
23/06/2008,9620,14300,1.5518,1678.82
24/06/2008,9620,14200,1.5568,1713.63
25/06/2008,9700,14300,1.5667,1748.04
26/06/2008,9600,14060,1.5757,1783.44
27/06/2008,9490,14220,1.5794,1832.81
30/06/2008,9490,14220,1.5755,1923.02
01/07/2008,9200,13620,1.5793,1923.02
02/07/2008,9150,13700,1.5882,1915.44
03/07/2008,9280,13520,1.5703,1818.6
04/07/2008,9210,13700,1.5706,1748.43
07/07/2008,9120,13560,1.5726,1748.43
08/07/2008,9030,13440,1.567,1719.48
09/07/2008,9160,13480,1.5743,1736.49
10/07/2008,9200,13420,1.5788,1728.74
11/07/2008,9000,13100,1.5938,1768.09
14/07/2008,9020,13100,1.5908,1778.8
15/07/2008,8900,12860,1.5911,1753.51
16/07/2008,8900,12900,1.5827,1777.17
17/07/2008,9100,13300,1.5863,1768.53
18/07/2008,9140,13160,1.5847,1757.79
21/07/2008,9200,13580,1.5922,1788.24
22/07/2008,9250,13520,1.5784,1802.01
23/07/2008,9160,13940,1.5698,1797.43
24/07/2008,9220,14280,1.5677,1772.25
25/07/2008,9260,14680,1.5709,1777.1
28/07/2008,9110,14240,1.5741,1785.17
29/07/2008,9120,14600,1.5588,1764.48
30/07/2008,9160,14900,1.5576,1789.68
31/07/2008,9280,14800,1.5603,1792.24
01/08/2008,9280,14540,1.5564,1800.54
04/08/2008,9290,14520,1.5576,1779.97
05/08/2008,9320,14500,1.5454,1771.31
06/08/2008,9250,14240,1.5408,1772.16
07/08/2008,9250,14240,1.5325,1782.92
08/08/2008,9340,14500,1.5005,1782.92
11/08/2008,9400,14800,1.4909,1816.25
12/08/2008,9500,14700,1.4926,1821.76
13/08/2008,9600,14660,1.4919,1836.25
14/08/2008,9650,14620,1.4826,1854.16
15/08/2008,9800,14680,1.4687,1853.45
18/08/2008,9800,14680,1.4694,1882.11
19/08/2008,9820,14400,1.4776,1882.11
20/08/2008,9880,14700,1.4747,1891.99
21/08/2008,10000,14800,1.4899,1880.69
22/08/2008,9940,15040,1.4793,1864.26
25/08/2008,9840,14800,1.4754,1872.07
26/08/2008,9830,14920,1.4653,1873.94
27/08/2008,9900,15000,1.4727,1892.06
28/08/2008,10360,15200,1.4706,1887.71
29/08/2008,10400,15500,1.4673,1907.97
01/09/2008,10760,16100,1.4617,1932.2
02/09/2008,10700,16220,1.452,1932.2
03/09/2008,10580,16540,1.4498,1975.1
04/09/2008,10500,16380,1.4325,1992.59
05/09/2008,10340,16180,1.4267,2017.53
08/09/2008,10500,16380,1.4128,2041.81
09/09/2008,10500,16740,1.4133,2031.12
10/09/2008,10600,16640,1.3998,2071.24
11/09/2008,10680,17180,1.3998,2081.32
12/09/2008,10700,16900,1.4224,2082.46
15/09/2008,10340,16700,1.4243,2051.55
16/09/2008,9960,15800,1.4129,2071.29
17/09/2008,9650,15380,1.4326,2109.37
18/09/2008,9620,15140,1.4348,2139.14
19/09/2008,10200,16040,1.4466,2187.01
22/09/2008,10200,15580,1.4774,2067.45
23/09/2008,9800,15400,1.4648,2045.85
24/09/2008,10000,15600,1.4621,2077.59
25/09/2008,10180,15900,1.4609,2147.41
26/09/2008,10180,15600,1.4614,2118.31
29/09/2008,9820,15300,1.4435,2105.61
30/09/2008,10100,15640,1.4092,2174.62
01/10/2008,10160,15500,1.4009,2184.76
02/10/2008,9900,15500,1.3819,2166.05
03/10/2008,10000,15220,1.3772,2192.69
06/10/2008,9550,14220,1.3499,2160.08
07/10/2008,9580,14080,1.3588,2250.73
08/10/2008,9330,13320,1.3654,2261.96
09/10/2008,9180,12620,1.3604,2326.41
10/10/2008,8460,11480,1.3409,2254.24
13/10/2008,8460,11480,1.3581,2318.63
14/10/2008,9130,12880,1.3619,2318.63
15/10/2008,8600,11800,1.3499,2223.94
16/10/2008,8210,11000,1.3456,2316.54
17/10/2008,8400,11320,1.341,2304.68
20/10/2008,8400,11200,1.3344,2271.98
21/10/2008,8300,11200,1.3063,2243.49
22/10/2008,7550,10780,1.2855,2296.32
23/10/2008,7600,10460,1.2934,2346.47
24/10/2008,7500,9850,1.2623,2361.01
27/10/2008,7100,9730,1.2493,2386.48
28/10/2008,7350,9760,1.2683,2379.24
29/10/2008,7640,10860,1.2963,2382.31
30/10/2008,7910,11600,1.2915,2374.1
31/10/2008,8000,12100,1.2726,2359.52
03/11/2008,8000,12100,1.2643,2392.28
04/11/2008,8060,12500,1.2981,2392.28
05/11/2008,7750,12120,1.2954,2351.56
06/11/2008,7400,11360,1.2715,2327.78
07/11/2008,7600,11840,1.2718,2342.65
10/11/2008,7520,11600,1.2748,2317.34
11/11/2008,7530,11500,1.2522,2281.24
12/11/2008,7320,11340,1.2505,2281.24
13/11/2008,7300,11220,1.2769,2335.02
14/11/2008,7590,11700,1.2605,2329.82
17/11/2008,7590,11700,1.265,2308.65
18/11/2008,7450,11240,1.2618,2308.65
19/11/2008,7400,11280,1.2489,2329.9
20/11/2008,7320,11500,1.2453,2342.18
21/11/2008,7390,11080,1.2587,2359.26
24/11/2008,7600,11460,1.2953,2355.71
25/11/2008,7730,11520,1.3065,2314.72
26/11/2008,8000,11680,1.288,2307.37
27/11/2008,8050,11720,1.2904,2324.1
28/11/2008,8050,11900,1.2691,2324.1
01/12/2008,8000,11620,1.2611,2318
02/12/2008,8060,11960,1.2714,2320.12
03/12/2008,8300,12160,1.2717,2315.35
04/12/2008,8350,12580,1.2777,2317.48
05/12/2008,8360,12480,1.2718,2323.28
08/12/2008,8360,12480,1.2963,2333.54
09/12/2008,8600,13120,1.2927,2333.54
10/12/2008,8850,13600,1.3023,2311.7
11/12/2008,8800,13500,1.3352,2302.93
12/12/2008,8850,13400,1.3369,2278.29
15/12/2008,8900,13280,1.3688,2273.24
16/12/2008,8860,13220,1.4002,2254.5
17/12/2008,8970,13440,1.442,2223.3
18/12/2008,9000,13180,1.424,2173.86
19/12/2008,8770,13080,1.3912,2163.14
22/12/2008,8840,13100,1.3944,2167.35
23/12/2008,8950,13100,1.3929,2169.83
24/12/2008,8890,13080,1.4013,2180.49
25/12/2008,8890,13080,1.4025,2198.09
26/12/2008,8900,13160,1.4028,2198.09
29/12/2008,8900,13020,1.3927,2204.95
30/12/2008,9050,13200,1.4057,2234
31/12/2008,9050,13200,1.3971,2243.59
01/01/2009,9050,13200,1.4045,2243.59
02/01/2009,9500,13140,1.3921,2243.59
05/01/2009,9450,13180,1.3635,2234.81
06/01/2009,9950,13400,1.3536,2227.24
07/01/2009,9710,13220,1.3644,2197.72
08/01/2009,9800,13200,1.3702,2214.13
09/01/2009,9700,13300,1.3476,2220.82
12/01/2009,9700,13300,1.3362,2216.23
13/01/2009,9700,13260,1.3182,2216.23
14/01/2009,9350,12800,1.3191,2226.87
15/01/2009,9000,12620,1.3115,2234.4
16/01/2009,9100,12820,1.3267,2249.64
19/01/2009,9080,13000,1.3069,2227.68
20/01/2009,8950,12600,1.2904,2227.68
21/01/2009,8810,12500,1.3023,2245.28
22/01/2009,8780,12440,1.3001,2245.97
23/01/2009,8850,12480,1.2975,2247.87
26/01/2009,9010,12500,1.3189,2280.77
27/01/2009,9150,12580,1.316,2280.43
28/01/2009,9220,12800,1.3166,2310.83
29/01/2009,9100,12860,1.2954,2341.09
30/01/2009,9250,12980,1.2813,2386.58
02/02/2009,9110,12700,1.2843,2420.26
03/02/2009,9240,12820,1.304,2450.78
04/02/2009,9300,12900,1.2849,2443.67
05/02/2009,9300,12640,1.2791,2469.02
06/02/2009,9500,12780,1.294,2472.65
09/02/2009,9600,12800,1.3003,2449.49
10/02/2009,9440,12620,1.2913,2450.6
11/02/2009,9300,12660,1.2906,2494.07
12/02/2009,9280,12340,1.2861,2537.82
13/02/2009,9750,12400,1.2862,2520.06
16/02/2009,9730,12300,1.2801,2509.5
17/02/2009,9300,12000,1.2582,2509.5
18/02/2009,9150,11760,1.253,2554.4
19/02/2009,9200,11800,1.2674,2558.14
20/02/2009,8960,11420,1.2826,2547.4
23/02/2009,8980,11320,1.2694,2588.31
24/02/2009,8900,11060,1.2846,2572.3
25/02/2009,8940,11120,1.2723,2596.37
26/02/2009,9000,11280,1.2744,2575.5
27/02/2009,9350,11600,1.2669,2555.05
02/03/2009,8910,11100,1.2578,2555.89
03/03/2009,8940,11020,1.2561,2590.97
04/03/2009,9000,11320,1.2661,2588.96
05/03/2009,8840,11260,1.254,2589.48
06/03/2009,8860,11360,1.2653,2572.92
09/03/2009,8870,11320,1.2611,2548.57
10/03/2009,9100,11560,1.2682,2559.36
11/03/2009,8950,11560,1.2837,2525.06
12/03/2009,9000,11780,1.2913,2506.73
13/03/2009,9100,12000,1.2928,2481.26
16/03/2009,9200,12300,1.2968,2445.3
17/03/2009,9150,12060,1.3017,2390.96
18/03/2009,9360,12260,1.3476,2390.98
19/03/2009,9460,12300,1.3666,2383.15
20/03/2009,9200,12340,1.3582,2335.29
23/03/2009,9200,12340,1.3633,2340.83
24/03/2009,9490,12400,1.3468,2340.83
25/03/2009,9460,12180,1.3583,2353.21
26/03/2009,9400,12220,1.3526,2379.94
27/03/2009,9400,12200,1.3287,2435.81
30/03/2009,9300,12040,1.3199,2485.56
31/03/2009,9480,12220,1.325,2561.21
01/04/2009,9480,12260,1.3249,2544.24
02/04/2009,9500,12700,1.3461,2534.99
03/04/2009,9460,12900,1.3486,2451.72
06/04/2009,9400,12860,1.3416,2422.71
07/04/2009,9400,12800,1.3272,2408.42
08/04/2009,9300,12700,1.3282,2416.63
09/04/2009,9300,12700,1.3169,2388.11
10/04/2009,9300,12700,1.3189,2388.11
13/04/2009,9320,12800,1.3368,2388.11
14/04/2009,9380,12620,1.3259,2392.22
15/04/2009,9320,12700,1.3227,2394.27
16/04/2009,9390,12680,1.3186,2380.69
17/04/2009,9300,12600,1.3044,2344.98
20/04/2009,9270,12480,1.2921,2343.34
21/04/2009,9340,12520,1.2948,2376.38
22/04/2009,9220,12580,1.3005,2338.6
23/04/2009,9660,12560,1.3144,2318.83
24/04/2009,9900,12820,1.3242,2300.74
27/04/2009,9900,12920,1.3036,2283.2
28/04/2009,10080,12900,1.3149,2325.02
29/04/2009,10220,13300,1.3271,2332.47
30/04/2009,10220,13380,1.323,2289.73
01/05/2009,10220,13380,1.3273,2288.64
04/05/2009,10300,13800,1.3406,2288.64
05/05/2009,10360,13900,1.333,2272.55
06/05/2009,10400,14000,1.3335,2256.99
07/05/2009,10440,14600,1.339,2233.5
08/05/2009,10900,15340,1.3634,2208.98
11/05/2009,11020,15320,1.3582,2210.35
12/05/2009,11080,15200,1.3648,2220.92
13/05/2009,10880,14740,1.36,2221.4
14/05/2009,10900,14960,1.3639,2257.36
15/05/2009,10900,15000,1.3495,2251.53
18/05/2009,11000,15600,1.3562,2252.8
19/05/2009,11000,15760,1.363,2255.22
20/05/2009,11200,15660,1.378,2221.27
21/05/2009,10900,15380,1.389,2196.21
22/05/2009,10900,15480,1.3998,2206.6
25/05/2009,10900,15480,1.4017,2201.44
26/05/2009,10900,15780,1.3985,2201.44
27/05/2009,10820,15680,1.3825,2213.89
28/05/2009,11300,15560,1.3941,2208.89
29/05/2009,11480,15500,1.4158,2190.45
01/06/2009,11680,15800,1.4159,2140.66
02/06/2009,11680,15800,1.4303,2109.42
03/06/2009,11480,15700,1.4162,2077.02
04/06/2009,11700,15900,1.4183,2073.55
05/06/2009,11700,15900,1.3968,2072
08/06/2009,11460,15960,1.39,2063.1
09/06/2009,11600,15940,1.4065,2091.1
10/06/2009,11620,16020,1.3984,2060.18
11/06/2009,11800,16100,1.4108,2042.19
12/06/2009,11820,16000,1.4016,2026.17
15/06/2009,11820,16000,1.3803,2015.4
16/06/2009,11700,15900,1.3837,2015.4
17/06/2009,11900,16080,1.3942,2014.91
18/06/2009,11980,15980,1.39,2071.29
19/06/2009,12100,16300,1.3937,2074.72
22/06/2009,12100,16300,1.3865,2108.2
23/06/2009,11960,16260,1.4077,2108.2
24/06/2009,11860,16120,1.393,2165
25/06/2009,12000,16300,1.3988,2158.72
26/06/2009,11940,16180,1.4056,2188.5
29/06/2009,11940,16180,1.4083,2158.67
30/06/2009,12200,16400,1.4033,2158.67
01/07/2009,12480,16500,1.4142,2145.21
02/07/2009,12580,16460,1.4003,2111.71
03/07/2009,12480,16480,1.398,2096.23
06/07/2009,12300,16300,1.3984,2086.36
07/07/2009,12400,16200,1.3924,2109.08
08/07/2009,12440,15980,1.3884,2090.35
09/07/2009,12080,15400,1.402,2108.2
10/07/2009,12060,15400,1.3936,2105.36
13/07/2009,12100,15140,1.3978,2116.99
14/07/2009,12260,15260,1.3967,2085.74
15/07/2009,12160,15200,1.4107,2054.19
16/07/2009,12040,15180,1.4148,2018.93
17/07/2009,12200,15260,1.4102,2025.71
20/07/2009,12200,15260,1.4231,2006.82
21/07/2009,12380,15520,1.4226,2006.82
22/07/2009,12380,15600,1.422,1986.35
23/07/2009,12520,15800,1.4143,1975.05
24/07/2009,12600,15880,1.4202,1953.12
27/07/2009,12460,16000,1.4232,1970.11
28/07/2009,12300,15980,1.4167,1982.43
29/07/2009,12200,15940,1.405,2013.82
30/07/2009,12540,16300,1.4075,2073.92
31/07/2009,12660,16400,1.4257,2043.37
03/08/2009,12700,16600,1.4412,2040.95
04/08/2009,12660,16860,1.4408,2008.96
05/08/2009,12760,16720,1.4404,1992.98
06/08/2009,12780,17000,1.4345,1987.84
07/08/2009,12780,17000,1.4183,1997.01
10/08/2009,12760,17140,1.414,1997.01
11/08/2009,12500,16880,1.4149,2022.56
12/08/2009,12780,17100,1.4188,2050.45
13/08/2009,12900,17340,1.4292,2026.45
14/08/2009,12940,17580,1.4203,1999.98
17/08/2009,12940,17580,1.4082,2016.09
18/08/2009,12800,17340,1.4136,2016.09
19/08/2009,12880,17380,1.4224,2037.1
20/08/2009,12960,17640,1.4254,2041.91
21/08/2009,13040,17900,1.4326,2012.67
24/08/2009,13600,18400,1.4304,1997.31
25/08/2009,13440,18420,1.4297,1997.44
26/08/2009,13400,18460,1.4255,2007.2
27/08/2009,13320,18180,1.4341,2044.79
28/08/2009,13200,18140,1.4303,2043.65
31/08/2009,13320,18220,1.4334,2035
01/09/2009,13000,17700,1.4224,2057.81
02/09/2009,13100,17540,1.4264,2068.96
03/09/2009,13060,17340,1.4252,2065.73
04/09/2009,13220,17600,1.4297,2029.75
07/09/2009,13260,17820,1.4332,2018.72
08/09/2009,13600,18100,1.4478,2018.72
09/09/2009,13500,18120,1.4557,1994.44
10/09/2009,13380,18040,1.4582,1998.17
11/09/2009,13660,18220,1.4571,2008.95
14/09/2009,13640,18200,1.4618,1985.38
15/09/2009,14380,18480,1.4658,1998.99
16/09/2009,14380,18700,1.4709,1986.86
17/09/2009,14140,18760,1.4741,1960.76
18/09/2009,14800,19460,1.4712,1962.6
21/09/2009,14740,19100,1.468,1951.38
22/09/2009,14880,19120,1.479,1950.77
23/09/2009,15260,19280,1.4735,1914.47
24/09/2009,15480,19340,1.4666,1911.66
25/09/2009,15560,19200,1.4689,1922.5
28/09/2009,16100,20040,1.4622,1926.59
29/09/2009,15800,20260,1.4587,1921.64
30/09/2009,16000,20400,1.464,1922
01/10/2009,15800,20300,1.4545,1925.49
02/10/2009,15980,20140,1.4576,1918.87
05/10/2009,16300,20360,1.4648,1919.75
06/10/2009,16680,20720,1.4722,1925.57
07/10/2009,16720,20600,1.4691,1906.59
08/10/2009,16780,20540,1.4794,1897.31
09/10/2009,16500,20160,1.4732,1870.96
12/10/2009,16500,20160,1.4773,1857.21
13/10/2009,16000,19720,1.4854,1857.21
14/10/2009,16180,19700,1.4925,1825.68
15/10/2009,16060,19500,1.4947,1830.38
16/10/2009,16160,19400,1.4905,1838.26
19/10/2009,16880,20000,1.4965,1843.81
20/10/2009,16640,20100,1.4945,1858.4
21/10/2009,16400,20020,1.5016,1913.98
22/10/2009,16380,20200,1.5033,1910.04
23/10/2009,16160,20220,1.5008,1914.89
26/10/2009,16000,20200,1.4876,1924.35
27/10/2009,15700,20000,1.4804,1932.81
28/10/2009,15900,19880,1.4706,1977.26
29/10/2009,16060,20200,1.4822,2006.18
30/10/2009,15180,19500,1.4719,2004.37
02/11/2009,15180,19500,1.4775,1993.8
03/11/2009,14700,19300,1.4724,1993.8
04/11/2009,15020,19740,1.4861,2008.72
05/11/2009,15540,20200,1.4871,1963.7
06/11/2009,15900,20200,1.4847,1958.24
09/11/2009,16240,20500,1.4999,1981.61
10/11/2009,16320,20600,1.4993,1968.45
11/11/2009,16220,20440,1.4987,1969.52
12/11/2009,16280,20580,1.485,1969.52
13/11/2009,16500,20560,1.4903,1976.89
16/11/2009,16500,20560,1.497,1971.27
17/11/2009,16680,20720,1.4876,1971.27
18/11/2009,16080,20540,1.4963,1966.22
19/11/2009,16240,20800,1.4925,1953.45
20/11/2009,16260,20920,1.4862,1962.33
23/11/2009,16460,21100,1.4961,1974.47
24/11/2009,16900,21160,1.4968,1964.92
25/11/2009,17080,21500,1.5134,1969.01
26/11/2009,16700,21000,1.5019,1974.14
27/11/2009,17080,21480,1.4988,1974.14
30/11/2009,17300,21600,1.5005,1997.47
01/12/2009,17400,22000,1.5081,1998.45
02/12/2009,17400,22280,1.5044,1990.29
03/12/2009,17700,22900,1.5053,1990.8
04/12/2009,17400,22800,1.4858,1989.94
07/12/2009,17380,22740,1.4827,2003.94
08/12/2009,17380,22740,1.4704,2009.45
09/12/2009,17300,22540,1.4726,2009.45
10/12/2009,17440,22660,1.4732,2016.73
11/12/2009,17980,22900,1.4615,2016.17
14/12/2009,18200,22800,1.4656,2000.54
15/12/2009,18140,22940,1.4538,1992.1
16/12/2009,18500,23300,1.4531,2001.86
17/12/2009,19000,23720,1.4338,2005.09
18/12/2009,18840,23500,1.4338,2015.74
21/12/2009,18900,23380,1.4276,2025.85
22/12/2009,18860,23280,1.4249,2030.17
23/12/2009,18980,22920,1.4337,2054.1
24/12/2009,18900,23180,1.438,2045.07
25/12/2009,18900,23180,1.4411,2043.41
28/12/2009,18860,23000,1.4378,2043.41
29/12/2009,18940,22800,1.4354,2037.92
30/12/2009,19000,23140,1.4339,2046.2
31/12/2009,19000,23140,1.4321,2044.23
01/01/2010,19000,23140,1.4324,2044.23
04/01/2010,19500,22820,1.4413,2044.23
05/01/2010,19560,23200,1.4365,2021.21
06/01/2010,19780,22640,1.4408,1992.78
07/01/2010,19980,22440,1.4308,1971.32
08/01/2010,20300,22400,1.4409,1969.08
11/01/2010,20300,22400,1.4513,1968.24
12/01/2010,20400,22220,1.4486,1968.24
13/01/2010,20900,22300,1.451,1959.43
14/01/2010,20980,22220,1.4499,1965.81
15/01/2010,20340,22060,1.4387,1974.13
18/01/2010,20500,22140,1.4384,1967.4
19/01/2010,20600,22420,1.4288,1967.4
20/01/2010,20600,22500,1.4106,1957.82
21/01/2010,20380,22220,1.4084,1964.18
22/01/2010,20500,22400,1.4139,1967.08
25/01/2010,20180,22080,1.4151,1981.96
26/01/2010,20280,22000,1.4072,1961.97
27/01/2010,20000,21600,1.4024,1972.22
28/01/2010,19760,21640,1.3971,1988.05
29/01/2010,19980,22200,1.3863,1991.21
01/02/2010,19980,21840,1.3931,1982.29
02/02/2010,19980,21980,1.3964,1972.6
03/02/2010,19600,21880,1.3893,1959.93
04/02/2010,18980,21880,1.3723,1966.02
05/02/2010,18800,21200,1.3678,1984.16
08/02/2010,18580,20800,1.3649,1997.13
09/02/2010,18680,20900,1.3797,2003.76
10/02/2010,18760,21300,1.3737,1981.4
11/02/2010,18880,21300,1.3693,1965.03
12/02/2010,18780,21120,1.3632,1943.6
15/02/2010,18840,21200,1.3598,1936.9
16/02/2010,18980,21420,1.377,1936.9
17/02/2010,18960,21560,1.3607,1925.79
18/02/2010,18860,21400,1.3527,1928.79
19/02/2010,18920,21900,1.3613,1930.94
22/02/2010,18960,22080,1.3596,1928.86
23/02/2010,19300,21820,1.3507,1914.87
24/02/2010,19500,22320,1.3538,1924.75
25/02/2010,19320,21920,1.3548,1932.15
26/02/2010,19300,22300,1.3631,1941.98
01/03/2010,19300,22460,1.356,1932.32
02/03/2010,19200,22120,1.3615,1913.86
03/03/2010,19220,22360,1.3697,1895.86
04/03/2010,19300,22340,1.3581,1916.41
05/03/2010,19240,22020,1.3626,1928.33
08/03/2010,19340,22220,1.3634,1902.31
09/03/2010,19180,21980,1.3602,1894.44
10/03/2010,19240,21680,1.3657,1894.3
11/03/2010,19060,21700,1.3681,1888.05
12/03/2010,19280,21900,1.3769,1894.79
15/03/2010,19380,21800,1.3677,1892.99
16/03/2010,19400,21820,1.3766,1899.75
17/03/2010,19800,22200,1.3738,1896.15
18/03/2010,19800,22280,1.3608,1893.42
19/03/2010,19360,21780,1.353,1900.55
22/03/2010,19360,21780,1.3558,1907.06
23/03/2010,19660,22120,1.3499,1907.06
24/03/2010,19520,22120,1.3315,1907.06
25/03/2010,19600,21920,1.3273,1923.41
26/03/2010,19580,21980,1.341,1922.91
29/03/2010,19700,22020,1.3483,1933.4
30/03/2010,19700,22200,1.3414,1934.21
31/03/2010,19800,22280,1.351,1928.59
01/04/2010,19800,22280,1.3589,1921.88
02/04/2010,19800,22280,1.3504,1921.88
05/04/2010,19940,22400,1.3484,1921.88
06/04/2010,20000,22360,1.3399,1911.78
07/04/2010,20300,22780,1.3344,1911.07
08/04/2010,20040,23260,1.3361,1920.53
09/04/2010,19920,23100,1.35,1931.91
12/04/2010,19860,23060,1.3592,1921.32
13/04/2010,19920,23340,1.3614,1926.16
14/04/2010,19780,23800,1.3653,1936.22
15/04/2010,19780,23820,1.3573,1938.24
16/04/2010,19800,23320,1.3503,1943.83
19/04/2010,19740,23100,1.3489,1942.21
20/04/2010,19920,23300,1.3435,1951.04
21/04/2010,20000,23100,1.339,1947.69
22/04/2010,19980,23200,1.3295,1948.47
23/04/2010,20040,23300,1.3384,1955.84
26/04/2010,20000,23020,1.3383,1950.89
27/04/2010,20000,22800,1.3175,1943.41
28/04/2010,19640,22680,1.3221,1961.82
29/04/2010,19400,23080,1.3233,1973.05
30/04/2010,19400,23020,1.3294,1969.75
03/05/2010,19660,23380,1.3195,1950.44
04/05/2010,19680,23100,1.2987,1973.42
05/05/2010,19100,22800,1.2814,1988.47
06/05/2010,18340,22300,1.262,2003.37
07/05/2010,19200,23280,1.2755,2010.13
10/05/2010,18880,22600,1.2787,2029.54
11/05/2010,18600,22700,1.2662,1988.32
12/05/2010,18900,23000,1.2614,1980.5
13/05/2010,18940,23000,1.2535,1966.36
14/05/2010,18960,22740,1.2358,1959.62
17/05/2010,18960,22740,1.2395,1968.1
18/05/2010,19000,22740,1.2202,1968.1
19/05/2010,18400,22300,1.2415,1976.46
20/05/2010,18400,22440,1.2487,1997.09
21/05/2010,18600,22320,1.257,2017.68
24/05/2010,18600,22380,1.2372,1998.42
25/05/2010,18740,21940,1.2345,1975.01
26/05/2010,18920,22700,1.2178,1989.51
27/05/2010,18660,22800,1.2362,1976.4
28/05/2010,19160,23500,1.2273,1966.8
31/05/2010,19200,23500,1.2306,1971.55
01/06/2010,18960,23500,1.2229,1971.55
02/06/2010,19080,23700,1.2249,1971.45
03/06/2010,19200,23680,1.2163,1963.36
04/06/2010,18920,23400,1.1967,1961.47
07/06/2010,18920,23400,1.1923,1965.83
08/06/2010,18660,23220,1.1973,1965.83
09/06/2010,19000,23620,1.1979,1960.5
10/06/2010,18940,23440,1.2124,1943.41
11/06/2010,18900,23420,1.2112,1928.83
14/06/2010,18900,23420,1.2221,1925.35
15/06/2010,18900,23440,1.2332,1925.35
16/06/2010,19100,23500,1.2311,1917.82
17/06/2010,19100,23480,1.2389,1912.29
18/06/2010,19300,23740,1.2388,1902.78
21/06/2010,19140,23600,1.2312,1906.61
22/06/2010,19180,23900,1.2271,1889.51
23/06/2010,19180,23880,1.2311,1886.05
24/06/2010,19020,23880,1.2333,1895.75
25/06/2010,19400,23880,1.2369,1896.87
28/06/2010,19460,23900,1.2277,1900.36
29/06/2010,19200,23600,1.2188,1901.65
30/06/2010,19400,23760,1.2238,1916.46
01/07/2010,19200,23620,1.2527,1913.15
02/07/2010,19400,23600,1.2566,1897.33
05/07/2010,19400,23600,1.2538,1884.31
06/07/2010,19440,23980,1.2626,1884.31
07/07/2010,19240,24200,1.2638,1882.47
08/07/2010,19320,24260,1.2698,1901.38
09/07/2010,19220,24500,1.2641,1889.61
12/07/2010,19240,25020,1.2596,1877.66
13/07/2010,19400,25200,1.2724,1877.2
14/07/2010,19640,25200,1.2743,1871.19
15/07/2010,19700,25500,1.295,1873.87
16/07/2010,19640,25220,1.293,1871.96
19/07/2010,19720,25200,1.2942,1878.77
20/07/2010,19720,25200,1.288,1872.92
21/07/2010,20100,26040,1.2754,1872.92
22/07/2010,19980,26200,1.2893,1867.07
23/07/2010,19980,27000,1.2909,1864.04
26/07/2010,20220,27500,1.2994,1867.47
27/07/2010,20440,27980,1.2996,1859.5
28/07/2010,20540,27500,1.2995,1852.83
29/07/2010,20000,26500,1.3079,1846.23
30/07/2010,20260,26300,1.3052,1841.35
02/08/2010,20200,26200,1.3179,1842.79
03/08/2010,19900,26160,1.3231,1832.45
